Registration Date,Matching Fields,收货人,收货人所在国家,Consignee Full Address,Consignee Profile,Consignee Trade Roles,发货人,Shipper Full Address,Shipper Email 1,Shipper Phone 1,Shipper Website 1,Shipper Profile,发货人贸易角色,Origin Country,HS Code (Original Format),hs_2,HTS 海关编码,Goods Shipped,Item Quantity,Item Quantity Unit,重量 (公斤),价值 (美金)
2020-08-10,HS Code (2-digit),Power Steel Mandiri Sanex Steel Indonesia,Indonesia,"Budi Mulya, Cikupa, Tangerang, Banten 15710, Indonesia",https://panjiva.com/Power-Steel-Mandiri-Sanex-Steel-Indonesia/86449577,,Wheaten Commodities,"43W802 Willow Creek Dr #1L, Elburn, IL 60119, USA",,,,https://panjiva.com/Wheaten-Commodities/89658930,,United States,7204.49,72.0,72044900,BUSHELING BUNDLES STEEL SCRAP,492.0,TNE,492271.0,132913.17
2020-08-10,HS Code (2-digit),Nusantara Turbin Dan Propulsi,Indonesia,"Jl. Pajajaran, Husen Sastranegara, Kec. Cicendo, Kota Bandung, Jawa Barat, Indonesia",https://panjiva.com/Nusantara-Turbin-Dan-Propulsi/86435344,,Mmc Usa,"Bloomfield, CT, USA",,,,https://panjiva.com/Mmc-USA/89650030,,United States,7220.11,72.0,72201190,STAINLESS STEELSTAINLE 416,8.0,MTR,32.32,774.81
2020-08-10,HS Code (2-digit),Rf Hightek Indonesia,Indonesia,"Jl. Pangeran Hidayatullah No.17, Sawah Gede, Kec. Cianjur, Kabupaten Cianjur, Jawa Barat 43212, Indonesia",https://panjiva.com/Rf-Hightek-Indonesia/86461966,,Mini Circuits Missouri Inc.,"Neptune Avenue, Brooklyn, NY 11235, USA",,+1 718 934 4500,,https://panjiva.com/Mini-Circuits-Missouri-Inc/31511889,,United States,7217.2,72.0,72172091,CORE .080/.046/.040 10K   ROHS,20000.0,PCE,2.29,891.89
2020-08-10,HS Code (2-digit),Jakarta Central Asia Steel,Indonesia,"No.Km, Jl. Raya Bekasi No.21-22, RT.9/RW.5, Rw. Terate, Kec. Cakung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13290, Indonesia",https://panjiva.com/Jakarta-Central-Asia-Steel/86440416,,Ljt Trading Llc,"Wenatchee, WA, USA",,+1 509 662 4551,,https://panjiva.com/Ljt-Trading-Llc/31358537,"Trading Company, Wholesale",United States,7204.49,72.0,72044900,PLATE AND STRUCTURAL STEEL SCRAP,201.533,TNE,201533.0,52398.58
2020-08-10,HS Code (2-digit),Rf Hightek Indonesia,Indonesia,"Jl. Pangeran Hidayatullah No.17, Sawah Gede, Kec. Cianjur, Kabupaten Cianjur, Jawa Barat 43212, Indonesia",https://panjiva.com/Rf-Hightek-Indonesia/86461966,,Mini Circuits Missouri Inc.,"Neptune Avenue, Brooklyn, NY 11235, USA",,+1 718 934 4500,,https://panjiva.com/Mini-Circuits-Missouri-Inc/31511889,,United States,7217.2,72.0,72172091,CORE RD B 4K              ROHS,20000.0,PCE,2.91,1134.13
2020-08-10,HS Code (2-digit),Rf Hightek Indonesia,Indonesia,"Jl. Pangeran Hidayatullah No.17, Sawah Gede, Kec. Cianjur, Kabupaten Cianjur, Jawa Barat 43212, Indonesia",https://panjiva.com/Rf-Hightek-Indonesia/86461966,,Mini Circuits Missouri Inc.,"Neptune Avenue, Brooklyn, NY 11235, USA",,+1 718 934 4500,,https://panjiva.com/Mini-Circuits-Missouri-Inc/31511889,,United States,7217.2,72.0,72172091,CORE NO CC .048THK .0085K ROHS,40000.0,PCE,4.5,1752.95
2020-08-10,Goods Shipped,Tjahja Sakti Motor,Indonesia,"Jl. Gaya Motor Raya No.1, RW.8, Sungai Bambu, Tj. Priok, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14330, Indonesia",https://panjiva.com/Tjahja-Sakti-Motor/86463950,,Bmw Asia Technology Centre Sdn Bhd,SENAI JOHOR DARU 01 81400 MY,,,,https://panjiva.com/Bmw-Asia-Technology-Centre-Sdn-Bhd/86648106,,United States,8708.1,87.0,87081090,EDGE PROTEC/ 51 72 7 317 811 -,1.0,PCE,0.7571,66.78
2020-08-10,HS Code (2-digit),Rf Hightek Indonesia,Indonesia,"Jl. Pangeran Hidayatullah No.17, Sawah Gede, Kec. Cianjur, Kabupaten Cianjur, Jawa Barat 43212, Indonesia",https://panjiva.com/Rf-Hightek-Indonesia/86461966,,Mini Circuits Missouri Inc.,"Neptune Avenue, Brooklyn, NY 11235, USA",,+1 718 934 4500,,https://panjiva.com/Mini-Circuits-Missouri-Inc/31511889,,United States,7217.2,72.0,72172091,CORE RED B .081X.031 7.5K ROHS,90000.0,PCE,9.41,3666.66
2020-08-10,HS Code (2-digit),Jakarta Central Asia Steel,Indonesia,"No.Km, Jl. Raya Bekasi No.21-22, RT.9/RW.5, Rw. Terate, Kec. Cakung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13290, Indonesia",https://panjiva.com/Jakarta-Central-Asia-Steel/86440416,,United Metal Solutions Group Inc.,"15840 Farm to Market Rd 529, Houston, TX 77095, USA",,,,https://panjiva.com/United-Metal-Solutions-Group-Inc/78390980,,United States,7204.49,72.0,72044900,BUSHELLING STEEL SCRAP,81.79,TNE,81790.0,20856.45
2020-08-10,HS Code (2-digit),Rf Hightek Indonesia,Indonesia,"Jl. Pangeran Hidayatullah No.17, Sawah Gede, Kec. Cianjur, Kabupaten Cianjur, Jawa Barat 43212, Indonesia",https://panjiva.com/Rf-Hightek-Indonesia/86461966,,Mini Circuits Missouri Inc.,"Neptune Avenue, Brooklyn, NY 11235, USA",,+1 718 934 4500,,https://panjiva.com/Mini-Circuits-Missouri-Inc/31511889,,United States,7217.2,72.0,72172091,CORE.096X.08X.04 10K1.5-4UROHS,20000.0,PCE,1.95,759.76
2020-08-10,HS Code (2-digit),Rf Hightek Indonesia,Indonesia,"Jl. Pangeran Hidayatullah No.17, Sawah Gede, Kec. Cianjur, Kabupaten Cianjur, Jawa Barat 43212, Indonesia",https://panjiva.com/Rf-Hightek-Indonesia/86461966,,Mini Circuits Missouri Inc.,"Neptune Avenue, Brooklyn, NY 11235, USA",,+1 718 934 4500,,https://panjiva.com/Mini-Circuits-Missouri-Inc/31511889,,United States,7217.2,72.0,72172091,CORE NOCC.072SQ.047HT 10K ROHS,20000.0,PCE,1.53,594.59
2020-08-08,HS Code (2-digit),Jakarta Central Asia Steel,Indonesia,"No.Km, Jl. Raya Bekasi No.21-22, RT.9/RW.5, Rw. Terate, Kec. Cakung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13290, Indonesia",https://panjiva.com/Jakarta-Central-Asia-Steel/86440416,,Soline Metal,"1714 Timberwood, Irvine, CA 92620, USA",,,,https://panjiva.com/Soline-Metal/86785988,,United States,7204.49,72.0,72044900,BUSHELLING  STEEL SCRAP,196.678,TNE,196678.0,51726.31
2020-08-08,HS Code (2-digit),Growth Asia,Indonesia,"Jl. Kol. Yos Sudarso, Kota Medan, Sumatera Utara, Indonesia",https://panjiva.com/Growth-Asia/86443324,Manufacturer,Mill Direct Services,"6490 S McCarran Blvd C25, Reno, NV 89509, USA",,,,https://panjiva.com/Mill-Direct-Services/86791286,Manufacturer,United States,7204.29,72.0,72042900,USED MILL LINERS FOUNDRY STEEL(SCRAP LOW ALLOY STEEL),168.984,TNE,168984.0,50695.2
2020-08-08,HS Code (2-digit),Jakarta Central Asia Steel,Indonesia,"No.Km, Jl. Raya Bekasi No.21-22, RT.9/RW.5, Rw. Terate, Kec. Cakung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13290, Indonesia",https://panjiva.com/Jakarta-Central-Asia-Steel/86440416,,Taison Global Metals,"1520 Bridgegate Dr, Diamond Bar, CA 91765, USA",,,,https://panjiva.com/Taison-Global-Metals/86791570,,United States,7204.49,72.0,72044900,PLATE AND STRUCTURAL STEEL SCRAP,527.602,TNE,527602.0,139814.53
2020-08-08,HS Code (2-digit),Jakarta Central Asia Steel,Indonesia,"No.Km, Jl. Raya Bekasi No.21-22, RT.9/RW.5, Rw. Terate, Kec. Cakung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13290, Indonesia",https://panjiva.com/Jakarta-Central-Asia-Steel/86440416,,Anz Recycling,358 809 SOUTH DOWLING STREET WATERLOO 2017 NSW ED,,,,https://panjiva.com/Anz-Recycling/89656180,,United States,7204.49,72.0,72044900,HEAVY MELTING STEEL SCRAP,504.73,TNE,504730.0,123658.85
2020-08-08,HS Code (2-digit),Jakarta Central Asia Steel,Indonesia,"No.Km, Jl. Raya Bekasi No.21-22, RT.9/RW.5, Rw. Terate, Kec. Cakung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13290, Indonesia",https://panjiva.com/Jakarta-Central-Asia-Steel/86440416,,Taison Global Metals,"1520 Bridgegate Dr, Diamond Bar, CA 91765, USA",,,,https://panjiva.com/Taison-Global-Metals/86791570,,United States,7204.49,72.0,72044900,PLATE AND STRUCTURAL STEEL SCRAP,490.397,TNE,490397.0,129955.21
2020-08-07,HS Code (2-digit),Gemala Saranaupaya,Indonesia,"Jl. Semper Tim. I No.3, RT.3/RW.7, Semper Tim., Kec. Cilincing, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14130, Indonesia",https://panjiva.com/Gemala-Saranaupaya/86444524,,Intl Merchants L L C,"100 Tri State International, Lincolnshire, IL 60069, USA",,,,https://panjiva.com/Intl-Merchants-L-L-C/86643991,,United States,7220.11,72.0,72201190,"MANHOLE KNAPPCO MJ 20"",SS304 MJ 2-2-2, FOOD GRADE BAIK-BARU",8.0,PCE,205.454,11591.68
2020-08-07,HS Code (2-digit),Asahimas Flat Glass Tbk,,JL ANCOL IX 5 ANCOL BARAT ANCOL PADEMANGAN JAKARTA UTARA DKI JAKARTAED,https://panjiva.com/Asahimas-Flat-Glass-Tbk/86457235,,Glasstech,"995 4th St, Perrysburg, OH 43551, USA",,,,https://panjiva.com/Glasstech/86658693,,United States,7214.1,72.0,72141019,47B-804-A203-C BOTTOM END SCISSOR MALE SUB-ASSEMBLY,2.0,PCE,1.6184,2554.21
2020-08-07,HS Code (2-digit),Wan Bao Long Steel,Indonesia,"Jl. Raya Bekasi, Indonesia",https://panjiva.com/Wan-Bao-Long-Steel/86468700,,Allmet Solutions Inc.,"13769 Dogwood Ct, Chino, CA 91710, USA",,,,https://panjiva.com/Allmet-Solutions-Inc/86471539,,United States,7204.49,72.0,72044900,HMS METAL SCRAP IN BUNDLE KOND:BAIK&BEKAS,211.91,TNE,211910.0,57215.7
2020-08-07,HS Code (2-digit),Gemala Saranaupaya,Indonesia,"Jl. Semper Tim. I No.3, RT.3/RW.7, Semper Tim., Kec. Cilincing, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14130, Indonesia",https://panjiva.com/Gemala-Saranaupaya/86444524,,Intl Merchants L L C,"100 Tri State International, Lincolnshire, IL 60069, USA",,,,https://panjiva.com/Intl-Merchants-L-L-C/86643991,,United States,7220.11,72.0,72201190,"MANHOLE KNAPPCO MJ 20"",SS304 MJ 2-2-2, FOOD GRADE BAIK-BARU",4.0,PCE,102.727,5795.84
2020-08-07,HS Code (2-digit),Jabil Circuit Indonesia,Indonesia,"Jl. Soekarno-Hatta No.35, Kec. Panyileukan, Kota Bandung, Jawa Barat 40615, Indonesia",https://panjiva.com/Jabil-Circuit-Indonesia/86437686,Manufacturer,Murphy Nolan,3060 WILLIAM STREET CHEEKTOWAGA NY 14427 1920,,,,https://panjiva.com/Murphy-Nolan/86785907,,United States,7222.2,72.0,72222090,STLS. STEEL ROUND BAR 15-5 T2 ESR PER AMS 5659 H1075(HS461) 31-39 RC,1.6603,MTR,187.5,3677.97
2020-08-07,Goods Shipped,Bambang Djaja,Indonesia,"Jl. Rungkut Industri III No.56, Rungkut Menanggal, Kec. Gn. Anyar, Kota SBY, Jawa Timur 60293, Indonesia",https://panjiva.com/Bambang-Djaja/86449541,,Faxolif Industries Pte,75 TECH PARK CRESCENT SINGAPORE 638070,,,,https://panjiva.com/Faxolif-Industries-Pte/86664826,Manufacturer,United States,8535.21,85.0,85352110,"CONNECTOR ASSEMBLY CON-630-6 (72"")",3.0,PCE,31.1849,291.68
2020-08-07,HS Code (2-digit),Asahimas Flat Glass Tbk,,JL ANCOL IX 5 ANCOL BARAT ANCOL PADEMANGAN JAKARTA UTARA DKI JAKARTAED,https://panjiva.com/Asahimas-Flat-Glass-Tbk/86457235,,Glasstech,"995 4th St, Perrysburg, OH 43551, USA",,,,https://panjiva.com/Glasstech/86658693,,United States,7214.1,72.0,72141019,47B-804-A207-C END SCISSOR-FEMALE SUB-ASSEMBLY,4.0,PCE,3.2368,5108.42
2020-08-07,HS Code (2-digit),Asahimas Flat Glass Tbk,,JL ANCOL IX 5 ANCOL BARAT ANCOL PADEMANGAN JAKARTA UTARA DKI JAKARTAED,https://panjiva.com/Asahimas-Flat-Glass-Tbk/86457235,,Glasstech,"995 4th St, Perrysburg, OH 43551, USA",,,,https://panjiva.com/Glasstech/86658693,,United States,7214.1,72.0,72141019,47B-804-A205-C UPPER SCISSOR SUB-ASSEMBLY,10.0,PCE,8.934,14100.15
2020-08-07,HS Code (2-digit),Asahimas Flat Glass Tbk,,JL ANCOL IX 5 ANCOL BARAT ANCOL PADEMANGAN JAKARTA UTARA DKI JAKARTAED,https://panjiva.com/Asahimas-Flat-Glass-Tbk/86457235,,Glasstech,"995 4th St, Perrysburg, OH 43551, USA",,,,https://panjiva.com/Glasstech/86658693,,United States,7214.1,72.0,72141019,47B-804-A204-C BOTTOM END SCISSOR FEMALE SUB-ASSEMBLY,4.0,PCE,3.5736,5640.06
2020-08-07,HS Code (2-digit),Asahimas Flat Glass Tbk,,JL ANCOL IX 5 ANCOL BARAT ANCOL PADEMANGAN JAKARTA UTARA DKI JAKARTAED,https://panjiva.com/Asahimas-Flat-Glass-Tbk/86457235,,Glasstech,"995 4th St, Perrysburg, OH 43551, USA",,,,https://panjiva.com/Glasstech/86658693,,United States,7214.1,72.0,72141019,47B-804-A206-C END SCISSOR-MALE SUB-ASSEMBLY,2.0,PCE,1.6184,2554.21
2020-08-07,HS Code (2-digit),Asahimas Flat Glass Tbk,,JL ANCOL IX 5 ANCOL BARAT ANCOL PADEMANGAN JAKARTA UTARA DKI JAKARTAED,https://panjiva.com/Asahimas-Flat-Glass-Tbk/86457235,,Glasstech,"995 4th St, Perrysburg, OH 43551, USA",,,,https://panjiva.com/Glasstech/86658693,,United States,7214.1,72.0,72141019,47B-804-A202-C LOWER SCISSOR SUB-ASSEMBLY,10.0,PCE,8.934,14100.15
2020-08-06,HS Code (2-digit),Growth Asia,Indonesia,"Jl. Kol. Yos Sudarso, Kota Medan, Sumatera Utara, Indonesia",https://panjiva.com/Growth-Asia/86443324,Manufacturer,Mill Direct Services,"6490 S McCarran Blvd C25, Reno, NV 89509, USA",,,,https://panjiva.com/Mill-Direct-Services/86791286,Manufacturer,United States,7204.29,72.0,72042900,USED MILL LINERS FOUNDRY STEEL (SCRAP LOW ALLOY STEEL),105.171,TNE,105171.0,31551.3
2020-08-05,HS Code (2-digit),Cci Bintan,,LOTSD 3738 BIIE LOBAMED,https://panjiva.com/Cci-Bintan/86449245,,Coilcraft Industries Singapore Pte,BLK 512 CHAI CHEE LANE 0315 BEDOK INDUSTRIAL ESTATE SINGAPORE 469028,,,,https://panjiva.com/Coilcraft-Industries-Singapore-Pte/89689176,Manufacturer,United States,7222.3,72.0,72223090,"3-48 X 0.148 HELICAL INSERT,MCMASTER",14.0,PCE,0.7,6.45
2020-08-05,HS Code (2-digit),Cci Bintan,,LOTSD 3738 BIIE LOBAMED,https://panjiva.com/Cci-Bintan/86449245,,Coilcraft Industries Singapore Pte,BLK 512 CHAI CHEE LANE 0315 BEDOK INDUSTRIAL ESTATE SINGAPORE 469028,,,,https://panjiva.com/Coilcraft-Industries-Singapore-Pte/89689176,Manufacturer,United States,7202.99,72.0,72029900,FERRITE  POWDER [EPL20XX],48.0,KG,48.0,3163.85
2020-08-05,Goods Shipped,Pelikan Maritim Navcom,Indonesia,"Blk. B1 No.18, Buliang, Kec. Batu Aji, Kota Batam, Kepulauan Riau 29425, Indonesia",https://panjiva.com/Pelikan-Maritim-Navcom/89648162,,Can Traders Services Pte L,NO 61 KAKIT BUKIT AVE 1 0512 SHUN LI INDUSTRIA ED,,,,https://panjiva.com/Can-Traders-Services-Pte-L/89653881,Trading Company,United States,8473.3,84.0,84733010,V3-HTS MAINBOARD 72-0851,1.0,PCE,0.81,1495.0
2020-08-05,Goods Shipped,Amman Mineral Nusa Tenggara,Indonesia,"Gedung The Energy, Jl. Jend. sudirman kav 52-53 No.11A, RT.5/RW.3, Senayan, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12190, Indonesia",https://panjiva.com/Amman-Mineral-Nusa-Tenggara/86453982,,Ceva Freight Llc,O B AMNT 19600 S WESTERN,,,,https://panjiva.com/Ceva-Freight-Llc/86672417,Logistics,United States,7007.19,70.0,70071910,WINDOW:VEHICULAR ;63.875IN W;72.875IN H;GLASS FRONT ;SUIT P&H SHOVEL4100A ; ; A9902,1.0,PCE,49.832,1521.67
2020-08-05,Goods Shipped,Charoen Pokphand Indonesia,Indonesia,"Jl. Ancol Barat VIII No.1, RT.1/RW.3, Ancol, Kec. Pademangan, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14430, Indonesia",https://panjiva.com/Charoen-Pokphand-Indonesia/86449140,,Cpm Pacific Private,21 GUL DRIVE SINGAPORE 629470 REPUBLIC OF SINGAPO,,,,https://panjiva.com/Cpm-Pacific-Private/88131656,Manufacturer,United States,8437.9,84.0,84379011,"ROLL, ADJUSTABLE SS XPX1200-72 10 GROOVE,RBV, 2.5 DEGREES",2.0,PCE,1308.1786,8490.11
2020-08-05,Goods Shipped,Charoen Pokphand Indonesia,Indonesia,"Jl. Ancol Barat VIII No.1, RT.1/RW.3, Ancol, Kec. Pademangan, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14430, Indonesia",https://panjiva.com/Charoen-Pokphand-Indonesia/86449140,,Cpm Pacific Private,21 GUL DRIVE SINGAPORE 629470 REPUBLIC OF SINGAPO,,,,https://panjiva.com/Cpm-Pacific-Private/88131656,Manufacturer,United States,8437.9,84.0,84379011,"ROLL, STATIONARY LS XPX1200-72 10 GROOVE,RBV, 2.5 DEGREES",2.0,PCE,1308.1786,8490.11
2020-08-04,HS Code (2-digit),Fluid Sciences Batam,,LOT 512 JL DELIMA BIPBATAMED,https://panjiva.com/Fluid-Sciences-Batam/86447980,Manufacturer,Wire Products,"14700 Industrial Pkwy, Cleveland, OH 44135, USA",,,,https://panjiva.com/Wire-Products/86785141,Manufacturer,United States,7223.0,72.0,72230090,WIRE FORMS,3.0,PCE,15.1,11500.0
2020-08-04,Goods Shipped,Mastersystem Infotama,Indonesia,"8, Jl. Jend. Sudirman No.Kav.7, RT.10/RW.11, Karet Tengsin, Tanahabang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10220, Indonesia",https://panjiva.com/Mastersystem-Infotama/86433209,,The Siemon Communication Product Shangh,"128 2nd Ave #5001, New York, NY 10003, USA",,,,https://panjiva.com/The-Siemon-Communication-Product-Shangh/86792156,,United States,8538.1,85.0,85381019,"RIC3-72-01 NET 60 FBR,ENCL,RIC, RACK MNT,4U,SLD,12OPENS,BLK",1.0,EA,3.6377,148.9
2020-08-04,HS Code (2-digit),Jakarta Central Asia Steel,Indonesia,"No.Km, Jl. Raya Bekasi No.21-22, RT.9/RW.5, Rw. Terate, Kec. Cakung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13290, Indonesia",https://panjiva.com/Jakarta-Central-Asia-Steel/86440416,,Staz Usa,"1 Pointe Dr #140, Brea, CA 92821, USA",,,,https://panjiva.com/Staz-USA/89694238,,United States,7204.49,72.0,72044900,BUSHELLING STEEL SCRAP,124.465,TNE,124465.0,32983.23
2020-08-04,Goods Shipped,Vision Teknik,Indonesia,"Jl. Letjen S. Parman No.6, RT.12/RW.6, Tj. Duren Sel., Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470, Indonesia",https://panjiva.com/Vision-Teknik/86469680,,Suez Wts Analytical Instruments Inc.,"Spine Rd, Boulder, CO 80301, USA",,,,https://panjiva.com/Suez-Wts-Analytical-Instruments-Inc/46465392,Manufacturer,United States,7017.1,70.0,70171010,"HMI 90606 CERTIFIED TOC VIALS, 40 ML 72/CS",10.0,EA,2.4676,458.53
2020-08-04,HS Code (2-digit),Fluid Sciences Batam,,LOT 512 JL DELIMA BIPBATAMED,https://panjiva.com/Fluid-Sciences-Batam/86447980,Manufacturer,Wire Products,"14700 Industrial Pkwy, Cleveland, OH 44135, USA",,,,https://panjiva.com/Wire-Products/86785141,Manufacturer,United States,7223.0,72.0,72230090,WIRE FORMS- A RING,10000.0,EA,7.71,9200.0
2020-08-04,Goods Shipped,Mastersystem Infotama,Indonesia,"8, Jl. Jend. Sudirman No.Kav.7, RT.10/RW.11, Karet Tengsin, Tanahabang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10220, Indonesia",https://panjiva.com/Mastersystem-Infotama/86433209,,The Siemon Communication Product Shangh,"128 2nd Ave #5001, New York, NY 10003, USA",,,,https://panjiva.com/The-Siemon-Communication-Product-Shangh/86792156,,United States,8538.1,85.0,85381019,"RIC3-72-01 NET 60 FBR,ENCL,RIC, RACK MNT,4U,SLD,12OPENS,BLK",1.0,EA,3.6944,151.22
2020-08-04,Goods Shipped,Mastersystem Infotama,Indonesia,"8, Jl. Jend. Sudirman No.Kav.7, RT.10/RW.11, Karet Tengsin, Tanahabang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10220, Indonesia",https://panjiva.com/Mastersystem-Infotama/86433209,,The Siemon Communication Product Shangh,"128 2nd Ave #5001, New York, NY 10003, USA",,,,https://panjiva.com/The-Siemon-Communication-Product-Shangh/86792156,,United States,8538.1,85.0,85381019,"RIC3-72-01 NET 60 FBR,ENCL,RIC, RACK MNT,4U,SLD,12OPENS,BLK",5.0,EA,18.4722,756.11
2020-08-04,Goods Shipped,Cosl Indo,Indonesia,"Jl. Setiabudi Raya, RT.2/RW.2, Kuningan, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12910, Indonesia",https://panjiva.com/Cosl-Indo/86452189,,Cosl Prospector Pte,3 BENOI ROAD COSL SINGAPORE BASE SINGAPOR 629877,,,,https://panjiva.com/Cosl-Prospector-Pte/86672747,Wholesale,United States,9026.9,90.0,90269020,"GAUGE SET ALUMINIUM MANIFOLD 72"" HOSE FOR R404A, 407C,(DETAIL/#40190C C/W 60'HOSE FOR R4040,",1.0,PCE,1.9632,189.0
2020-08-04,Goods Shipped,Mastersystem Infotama,Indonesia,"8, Jl. Jend. Sudirman No.Kav.7, RT.10/RW.11, Karet Tengsin, Tanahabang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10220, Indonesia",https://panjiva.com/Mastersystem-Infotama/86433209,,The Siemon Communication Product Shangh,"128 2nd Ave #5001, New York, NY 10003, USA",,,,https://panjiva.com/The-Siemon-Communication-Product-Shangh/86792156,,United States,8538.1,85.0,85381019,"RIC3-72-01 NET 60 FBR,ENCL,RIC, RACK MNT,4U,SLD,12OPENS,BLK",24.0,EA,88.6661,3629.31
2020-08-03,Goods Shipped,Graitama Mitra Sejahtera,Indonesia,"Jl. Puspita II No.1, Mekarmukti, Kec. Cikarang Utara, Bekasi, Jawa Barat 17530, Indonesia",https://panjiva.com/Graitama-Mitra-Sejahtera/86442690,,W W Grainger,"parkway, 2710 Keystone Pacific Pkwy, Patterson, CA 95363, USA",,,,https://panjiva.com/W-W-Grainger/86785602,,United States,9603.5,96.0,96035000,"4AZZ5 PRO SERIES BROOM, 72 IN W,11 IN H",2.0,PCE,190.68,2201.88
2020-08-03,HS Code (2-digit),Rf Hightek Indonesia,Indonesia,"Jl. Pangeran Hidayatullah No.17, Sawah Gede, Kec. Cianjur, Kabupaten Cianjur, Jawa Barat 43212, Indonesia",https://panjiva.com/Rf-Hightek-Indonesia/86461966,,Mini Circuits,"2450 Knapp St, Brooklyn, NY 11235, USA",,,,https://panjiva.com/Mini-Circuits/86784806,,United States,7217.2,72.0,72172091,CORE NO CC B.096X.080 10K ROHS,104950.0,PCE,8.49,5662.46
2020-08-03,HS Code (2-digit),Rf Hightek Indonesia,Indonesia,"Jl. Pangeran Hidayatullah No.17, Sawah Gede, Kec. Cianjur, Kabupaten Cianjur, Jawa Barat 43212, Indonesia",https://panjiva.com/Rf-Hightek-Indonesia/86461966,,Mini Circuits,"2450 Knapp St, Brooklyn, NY 11235, USA",,,,https://panjiva.com/Mini-Circuits/86784806,,United States,7217.2,72.0,72172091,CORE BL R.138X.07X.08.37K ROHS,20000.0,PCE,1.49,993.19
2020-08-03,HS Code (2-digit),Rf Hightek Indonesia,Indonesia,"Jl. Pangeran Hidayatullah No.17, Sawah Gede, Kec. Cianjur, Kabupaten Cianjur, Jawa Barat 43212, Indonesia",https://panjiva.com/Rf-Hightek-Indonesia/86461966,,Mini Circuits,"2450 Knapp St, Brooklyn, NY 11235, USA",,,,https://panjiva.com/Mini-Circuits/86784806,,United States,7217.2,72.0,72172091,CORE RD B 4K              ROHS,24950.0,PCE,2.12,1414.83
2020-08-03,Goods Shipped,Graitama Mitra Sejahtera,Indonesia,"Jl. Puspita II No.1, Mekarmukti, Kec. Cikarang Utara, Bekasi, Jawa Barat 17530, Indonesia",https://panjiva.com/Graitama-Mitra-Sejahtera/86442690,,W W Grainger,"parkway, 2710 Keystone Pacific Pkwy, Patterson, CA 95363, USA",,,,https://panjiva.com/W-W-Grainger/86785602,,United States,9603.5,96.0,96035000,"4CAC2 HDM-072-1, MAGNET BAR, METAL SILVER,RED, 72 IN",1.0,PCE,34.958,544.97
2020-08-03,HS Code (2-digit),Rf Hightek Indonesia,Indonesia,"Jl. Pangeran Hidayatullah No.17, Sawah Gede, Kec. Cianjur, Kabupaten Cianjur, Jawa Barat 43212, Indonesia",https://panjiva.com/Rf-Hightek-Indonesia/86461966,,Mini Circuits,"2450 Knapp St, Brooklyn, NY 11235, USA",,,,https://panjiva.com/Mini-Circuits/86784806,,United States,7217.2,72.0,72172091,CORE RED B .081X.031 7.5K ROHS,155000.0,PCE,9.47,6314.81
2020-08-03,Goods Shipped,Young Living Indonesia,Indonesia,"Jl. M.H. Thamrin No.1, Kb. Melati, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10310, Indonesia",https://panjiva.com/Young-Living-Indonesia/86471354,,Young Living Essential Oils Lc,"1538 W Sandalwood Dr, Lehi, UT 84043, USA",,,,https://panjiva.com/Young-Living-Essential-Oils-Lc/86804135,,United States,3307.3,33.0,33073000,SEEDLINGS BABY WIPES - 72 WIPES BAIK DAN BARU,960.0,PCE,253.182,10472.4
2020-08-03,HS Code (2-digit),Jakarta Central Asia Steel,Indonesia,"No.Km, Jl. Raya Bekasi No.21-22, RT.9/RW.5, Rw. Terate, Kec. Cakung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13290, Indonesia",https://panjiva.com/Jakarta-Central-Asia-Steel/86440416,,Soline Metal,"1714 Timberwood, Irvine, CA 92620, USA",,,,https://panjiva.com/Soline-Metal/86785988,,United States,7204.49,72.0,72044900,BUSHELLING  STEEL SCRAP,98.272,TNE,98272.0,26828.26
